输出字段名,来源表名,来源字段名,是否可追踪
BS_IF_DSCNT_CREDIT,LC00059999.BL_STOCKBILL_HIS,IF_DSCNT_CREDIT,是
BI_SHARE_ID,LC00059999.BL_INST_ALLOC_INFO,SHARE_ID,是
BI_ORG_ID,LC00059999.BL_INST_ALLOC_INFO,ORG_ID,是
BI_BILL_ID,LC00059999.BL_INST_ALLOC_INFO,BILL_ID,是
BI_BILL_CODE,LC00059999.BL_INST_ALLOC_INFO,BILL_CODE,是
BI_SHARE_TYPE,LC00059999.BL_INST_ALLOC_INFO,SHARE_TYPE,是
BI_DISC_DATE,LC00059999.BL_INST_ALLOC_INFO,DISC_DATE,是
BI_EXPIRED_DATE,LC00059999.BL_INST_ALLOC_INFO,EXPIRED_DATE,是
BI_SHARE_TOTAL_AMT,LC00059999.BL_INST_ALLOC_INFO,SHARE_TOTAL_AMT,是
BI_SHARED_AMT,LC00059999.BL_INST_ALLOC_INFO,SHARED_AMT,是
BI_LAST_SHARED_DATE,LC00059999.BL_INST_ALLOC_INFO,LAST_SHARED_DATE,是
BI_STATUS,LC00059999.BL_INST_ALLOC_INFO,STATUS,是
BI_BZNS_DATE,LC00059999.BL_INST_ALLOC_INFO,BZNS_DATE,是
BI_CREATE_DATE,LC00059999.BL_INST_ALLOC_INFO,CREATE_DATE,是
BI_CREATOR,LC00059999.BL_INST_ALLOC_INFO,CREATOR,是
BI_TRAC_FLOW_ID,LC00059999.BL_INST_ALLOC_INFO,TRAC_FLOW_ID,是
BI_SHARE_KIND,LC00059999.BL_INST_ALLOC_INFO,SHARE_KIND,是
P_PJYFKC_NM,LC00059999.PJYFKC,PJYFKC_NM,是
P_PJYFKC_SQBH,LC00059999.PJYFKC,PJYFKC_SQBH,是
P_PJYFKC_PH,LC00059999.PJYFKC,PJYFKC_PH,是
P_PJYFKC_PJBH,LC00059999.PJYFKC,PJYFKC_PJBH,是
P_PJYFKC_KPDW,LC00059999.PJYFKC,PJYFKC_KPDW,是
P_PJYFKC_CPRQC,LC00059999.PJYFKC,PJYFKC_CPRQC,是
P_PJYFKC_YHBZJH,LC00059999.PJYFKC,PJYFKC_YHBZJH,是
P_PJYFKC_CPRKHH,LC00059999.PJYFKC,PJYFKC_CPRKHH,是
P_PJYFKC_CPRPJH,LC00059999.PJYFKC,PJYFKC_CPRPJH,是
P_PJYFKC_CPRXHH,LC00059999.PJYFKC,PJYFKC_CPRXHH,是
P_PJYFKC_CPRCPH,LC00059999.PJYFKC,PJYFKC_CPRCPH,是
P_PJYFKC_CPRBZJH,LC00059999.PJYFKC,PJYFKC_CPRBZJH,是
P_PJYFKC_CDYH,LC00059999.PJYFKC,PJYFKC_CDYH,是
P_PJYFKC_SKRQC,LC00059999.PJYFKC,PJYFKC_SKRQC,是
P_PJYFKC_SKRZH,LC00059999.PJYFKC,PJYFKC_SKRZH,是
P_PJYFKC_SKKHH,LC00059999.PJYFKC,PJYFKC_SKKHH,是
P_PJYFKC_PMJE,LC00059999.PJYFKC,PJYFKC_PMJE,是
P_PJYFKC_WBBH,LC00059999.PJYFKC,PJYFKC_WBBH,是
P_PJYFKC_KPRQ,LC00059999.PJYFKC,PJYFKC_KPRQ,是
P_PJYFKC_DQRQ,LC00059999.PJYFKC,PJYFKC_DQRQ,是
P_PJYFKC_XYBH,LC00059999.PJYFKC,PJYFKC_XYBH,是
P_PJYFKC_XMBH,LC00059999.PJYFKC,PJYFKC_XMBH,是
P_PJYFKC_PJLX,LC00059999.PJYFKC,PJYFKC_PJLX,是
P_PJYFKC_PJZT,LC00059999.PJYFKC,PJYFKC_PJZT,是
P_PJYFKC_KPLX,LC00059999.PJYFKC,PJYFKC_KPLX,是
P_PJYFKC_SFJZ,LC00059999.PJYFKC,PJYFKC_SFJZ,是
P_PJYFKC_BZJBL,LC00059999.PJYFKC,PJYFKC_BZJBL,是
P_PJYFKC_YHCKBL,LC00059999.PJYFKC,PJYFKC_YHCKBL,是
P_PJYFKC_BZJ,LC00059999.PJYFKC,PJYFKC_BZJ,是
P_PJYFKC_BZ,LC00059999.PJYFKC,PJYFKC_BZ,是
P_PJYFKC_YSPJNM,LC00059999.PJYFKC,PJYFKC_YSPJNM,是
P_PJYFKC_SFDJBH,LC00059999.PJYFKC,PJYFKC_SFDJBH,是
P_PJYFKC_JGBH,LC00059999.PJYFKC,PJYFKC_JGBH,是
P_PJYFKC_GYSID,LC00059999.PJYFKC,PJYFKC_GYSID,是
P_PJYFKC_KHID,LC00059999.PJYFKC,PJYFKC_KHID,是
P_PJYFKC_DJGS,LC00059999.PJYFKC,PJYFKC_DJGS,是
P_PJYFKC_SQRQ,LC00059999.PJYFKC,PJYFKC_SQRQ,是
P_PJYFKC_SQR,LC00059999.PJYFKC,PJYFKC_SQR,是
P_PJYFKC_JZRQ,LC00059999.PJYFKC,PJYFKC_JZRQ,是
P_PJYFKC_JZR,LC00059999.PJYFKC,PJYFKC_JZR,是
P_PJYFKC_DFRQ,LC00059999.PJYFKC,PJYFKC_DFRQ,是
P_PJYFKC_DFR,LC00059999.PJYFKC,PJYFKC_DFR,是
P_PJYFKC_YHJSH,LC00059999.PJYFKC,PJYFKC_YHJSH,是
P_PJYFKC_KKFS,LC00059999.PJYFKC,PJYFKC_KKFS,是
P_PJYFKC_BYZD1,LC00059999.PJYFKC,PJYFKC_BYZD1,是
P_PJYFKC_BYZD2,LC00059999.PJYFKC,PJYFKC_BYZD2,是
P_PJYFKC_BYZD3,LC00059999.PJYFKC,PJYFKC_BYZD3,是
P_PJYFKC_BYZD4,LC00059999.PJYFKC,PJYFKC_BYZD4,是
P_PJYFKC_BYZD5,LC00059999.PJYFKC,PJYFKC_BYZD5,是
P_PJYFKC_KPZBNM,LC00059999.PJYFKC,PJYFKC_KPZBNM,是
P_PJYFKC_ERP_RESOURCE,LC00059999.PJYFKC,PJYFKC_ERP_RESOURCE,是
P_PJYFK_HZPZID,LC00059999.PJYFKC,PJYFK_HZPZID,是
P_PJYFKC_SFSX,LC00059999.PJYFKC,PJYFKC_SFSX,是
P_PJYFKC_SXED,LC00059999.PJYFKC,PJYFKC_SXED,是
P_PJYFKC_PJXS,LC00059999.PJYFKC,PJYFKC_PJXS,是
P_PJYFKC_SFCK,LC00059999.PJYFKC,PJYFKC_SFCK,是
P_PJYFKC_DJ_KPBZJ,LC00059999.PJYFKC,PJYFKC_DJ_KPBZJ,是
P_PJYFKC_DJ_KPPJ,LC00059999.PJYFKC,PJYFKC_DJ_KPPJ,是
P_PJYFKC_DJ_KPCP,LC00059999.PJYFKC,PJYFKC_DJ_KPCP,是
P_PJYFKC_DJ_DQBZJ,LC00059999.PJYFKC,PJYFKC_DJ_DQBZJ,是
P_PJYFKC_DJ_DQPJ,LC00059999.PJYFKC,PJYFKC_DJ_DQPJ,是
P_PJYFKC_DJ_DQCP,LC00059999.PJYFKC,PJYFKC_DJ_DQCP,是
P_PJYFKC_DJ_DQHX,LC00059999.PJYFKC,PJYFKC_DJ_DQHX,是
P_PJYFKC_QLZH,LC00059999.PJYFKC,PJYFKC_QLZH,是
P_PJYFKC_KZRBJ,LC00059999.PJYFKC,PJYFKC_KZRBJ,是
P_PJYFKC_KTXBJ,LC00059999.PJYFKC,PJYFKC_KTXBJ,是
P_PJYFKC_PJLY,LC00059999.PJYFKC,PJYFKC_PJLY,是
P_PJYFKC_DPCXZT,LC00059999.PJYFKC,PJYFKC_DPCXZT,是
P_PJYFKC_DPMXCXZT,LC00059999.PJYFKC,PJYFKC_DPMXCXZT,是
P_PJYFKC_CDZT,LC00059999.PJYFKC,PJYFKC_CDZT,是
P_PJYFKC_SPZT,LC00059999.PJYFKC,PJYFKC_SPZT,是
P_PJYFKC_KPDJYWCKH,LC00059999.PJYFKC,PJYFKC_KPDJYWCKH,是
P_PJYFKC_CDYWCKH,LC00059999.PJYFKC,PJYFKC_CDYWCKH,是
P_PJYFKC_SPYWCKH,LC00059999.PJYFKC,PJYFKC_SPYWCKH,是
P_PJYFKC_SKRKHHLHH,LC00059999.PJYFKC,PJYFKC_SKRKHHLHH,是
P_PJYFKC_JYHTH,LC00059999.PJYFKC,PJYFKC_JYHTH,是
P_PJYFKC_JYFY,LC00059999.PJYFKC,PJYFKC_JYFY,是
P_PJYFKC_YHXX,LC00059999.PJYFKC,PJYFKC_YHXX,是
P_PJYFKC_QSFS,LC00059999.PJYFKC,PJYFKC_QSFS,是
P_PJYFKC_LDATE_FS,LC00059999.PJYFKC,PJYFKC_LDATE_FS,是
P_PJYFKC_JFDM,LC00059999.PJYFKC,PJYFKC_JFDM,是
P_PJYFKC_JFYY,LC00059999.PJYFKC,PJYFKC_JFYY,是
P_PJYFKC_YQYY,LC00059999.PJYFKC,PJYFKC_YQYY,是
P_PJYFKC_SKRSFMC,LC00059999.PJYFKC,PJYFKC_SKRSFMC,是
P_PJYFKC_SKRCSMC,LC00059999.PJYFKC,PJYFKC_SKRCSMC,是
P_PJYFKC_CXYY,LC00059999.PJYFKC,PJYFKC_CXYY,是
P_PJYFKC_BYZD6,LC00059999.PJYFKC,PJYFKC_BYZD6,是
P_PJYFKC_BYZD7,LC00059999.PJYFKC,PJYFKC_BYZD7,是
P_PJYFKC_BYZD8,LC00059999.PJYFKC,PJYFKC_BYZD8,是
P_PJYFKC_BYZD9,LC00059999.PJYFKC,PJYFKC_BYZD9,是
P_PJYFKC_BYZD10,LC00059999.PJYFKC,PJYFKC_BYZD10,是
P_PJYFKC_KPDJ_DATE,LC00059999.PJYFKC,PJYFKC_KPDJ_DATE,是
P_PJYFKC_CD_DATE,LC00059999.PJYFKC,PJYFKC_CD_DATE,是
P_PJYFKC_SP_DATE,LC00059999.PJYFKC,PJYFKC_SP_DATE,是
P_PJYFKC_CANCEL_DATE,LC00059999.PJYFKC,PJYFKC_CANCEL_DATE,是
P_PJYFKC_CANCEL_YWCKH,LC00059999.PJYFKC,PJYFKC_CANCEL_YWCKH,是
P_PJYFKC_BZDJBH,LC00059999.PJYFKC,PJYFKC_BZDJBH,是
P_PJYFKC_BZZT,LC00059999.PJYFKC,PJYFKC_BZZT,是
P_PJYFKC_BZJB_DATE,LC00059999.PJYFKC,PJYFKC_BZJB_DATE,是
P_PJYFKC_BZYWCKH,LC00059999.PJYFKC,PJYFKC_BZYWCKH,是
P_PJYFKC_HTJKZT,LC00059999.PJYFKC,PJYFKC_HTJKZT,是
P_PJYFKC_CDHLX,LC00059999.PJYFKC,PJYFKC_CDHLX,是
P_PJYFKC_FSHTRQ,LC00059999.PJYFKC,PJYFKC_FSHTRQ,是
P_PJYFKC_KPSQYWCKH,LC00059999.PJYFKC,PJYFKC_KPSQYWCKH,是
P_PJYFKC_CDLB,LC00059999.PJYFKC,PJYFKC_CDLB,是
P_CUST_CREDIT_NO,LC00059999.PJYFKC,CUST_CREDIT_NO,是
P_CREDIT_TYPE,LC00059999.PJYFKC,CREDIT_TYPE,是
P_BREED_BIG_CLASS,LC00059999.PJYFKC,BREED_BIG_CLASS,是
P_BREED_SMALL_CLASS,LC00059999.PJYFKC,BREED_SMALL_CLASS,是
P_CREDIT_KIND,LC00059999.PJYFKC,CREDIT_KIND,是
P_FEE_RATE,LC00059999.PJYFKC,FEE_RATE,是
P_OCCUPIED_LIMIT,LC00059999.PJYFKC,OCCUPIED_LIMIT,是
P_PJYFKC_SKFKHBH,LC00059999.PJYFKC,PJYFKC_SKFKHBH,是
P_PJYFKC_SKFLX,LC00059999.PJYFKC,PJYFKC_SKFLX,是
P_OPE_TERM,LC00059999.PJYFKC,OPE_TERM,是
P_OPE_TERM_UNIT,LC00059999.PJYFKC,OPE_TERM_UNIT,是
P_SOURCE_MOD,LC00059999.PJYFKC,SOURCE_MOD,是
P_BILLING_METHOD,LC00059999.PJYFKC,BILLING_METHOD,是
P_FEE_ACCT,LC00059999.PJYFKC,FEE_ACCT,是
P_BEFORE_STATUS,LC00059999.PJYFKC,BEFORE_STATUS,是
P_IS_FLAG,LC00059999.PJYFKC,IS_FLAG,是
P_PJYFKC_CPRMC,LC00059999.PJYFKC,PJYFKC_CPRMC,是
P_PJYFKC_CPRZH,LC00059999.PJYFKC,PJYFKC_CPRZH,是
P_PJYFKC_CPRKHHHH,LC00059999.PJYFKC,PJYFKC_CPRKHHHH,是
P_MORTGAGE_CONT,LC00059999.PJYFKC,MORTGAGE_CONT,是
P_PJYFKC_DYBS,LC00059999.PJYFKC,PJYFKC_DYBS,是
P_BUS_SOURCE,LC00059999.PJYFKC,BUS_SOURCE,是
P_PJYFKC_SQRQ2,LC00059999.PJYFKC,PJYFKC_SQRQ2,是
P_PJYFKC_SQR2,LC00059999.PJYFKC,PJYFKC_SQR2,是
P_NET_BACK_REA,LC00059999.PJYFKC,NET_BACK_REA,是
P_REFUSE_REA,LC00059999.PJYFKC,REFUSE_REA,是
P_PJYFKC_JZRQ2,LC00059999.PJYFKC,PJYFKC_JZRQ2,是
P_PJYFKC_JZR2,LC00059999.PJYFKC,PJYFKC_JZR2,是
P_BILL_BACK_REA,LC00059999.PJYFKC,BILL_BACK_REA,是
P_PJYFKC_DFRQ4,LC00059999.PJYFKC,PJYFKC_DFRQ4,是
P_PJYFKC_DFR4,LC00059999.PJYFKC,PJYFKC_DFR4,是
P_PJYFKC_DFRQ3,LC00059999.PJYFKC,PJYFKC_DFRQ3,是
P_PJYFKC_DFR3,LC00059999.PJYFKC,PJYFKC_DFR3,是
P_DUE_BACK_REA,LC00059999.PJYFKC,DUE_BACK_REA,是
P_PJYFKC_DFRQ2,LC00059999.PJYFKC,PJYFKC_DFRQ2,是
P_PJYFKC_DFR2,LC00059999.PJYFKC,PJYFKC_DFR2,是
P_PAY_BACK_REA,LC00059999.PJYFKC,PAY_BACK_REA,是
P_SEND_OPER,LC00059999.PJYFKC,SEND_OPER,是
P_SEND_DATE,LC00059999.PJYFKC,SEND_DATE,是
P_ACCT_OPER,LC00059999.PJYFKC,ACCT_OPER,是
P_ACCT_DATE,LC00059999.PJYFKC,ACCT_DATE,是
P_PAYMENT_ACCT,LC00059999.PJYFKC,PAYMENT_ACCT,是
P_EX_STATUS,LC00059999.PJYFKC,EX_STATUS,是
P_PJYFKC_BSNS_FLAG,LC00059999.PJYFKC,PJYFKC_BSNS_FLAG,是
P_PJYFKC_BILL_CHANNEL,LC00059999.PJYFKC,PJYFKC_BILL_CHANNEL,是
P_CDYH_NAME,LC00059999.PJYFKC,CDYH_NAME,是
P_CDYH_ACCT,LC00059999.PJYFKC,CDYH_ACCT,是
P_BUTTON_FLAG,LC00059999.PJYFKC,BUTTON_FLAG,是
P_PJYFKC_WBJBRQ,LC00059999.PJYFKC,PJYFKC_WBJBRQ,是
P_PJYFKC_WBJBR,LC00059999.PJYFKC,PJYFKC_WBJBR,是
P_PJYFKC_WBFHRQ,LC00059999.PJYFKC,PJYFKC_WBFHRQ,是
P_PJYFKC_WBFHR,LC00059999.PJYFKC,PJYFKC_WBFHR,是
P_PJYFKC_APPID,LC00059999.PJYFKC,PJYFKC_APPID,是
P_PJYFKC_CPZT,LC00059999.PJYFKC,PJYFKC_CPZT,是
P_PAY_BANK_ACC,LC00059999.PJYFKC,PAY_BANK_ACC,是
P_FEE_AMT,LC00059999.PJYFKC,FEE_AMT,是
P_DK_AMT,LC00059999.PJYFKC,DK_AMT,是
P_DK_ACC,LC00059999.PJYFKC,DK_ACC,是
P_LOAN_CONT_ID,LC00059999.PJYFKC,LOAN_CONT_ID,是
P_BK_AMT,LC00059999.PJYFKC,BK_AMT,是
P_REPLY_RESULT,LC00059999.PJYFKC,REPLY_RESULT,是
P_REPLY_INFO,LC00059999.PJYFKC,REPLY_INFO,是
P_IS_BIND_RELATION,LC00059999.PJYFKC,IS_BIND_RELATION,是
F_RQ,F_PJTX_PJTXMRYEB,RQ,是
F_PJBH,F_PJTX_PJTXMRYEB,PJBH,是
F_SQR,F_PJTX_PJTXMRYEB,SQR,是
F_TXSQR,F_PJTX_PJTXMRYEB,TXSQR,是
F_TXLL,F_PJTX_PJTXMRYEB,TXLL,是
F_CPRQ,F_PJTX_PJTXMRYEB,CPRQ,是
F_TXRQ,F_PJTX_PJTXMRYEB,TXRQ,是
F_DQR,F_PJTX_PJTXMRYEB,DQR,是
F_BAL,F_PJTX_PJTXMRYEB,BAL,是
F_TXJE,F_PJTX_PJTXMRYEB,TXJE,是
F_TXX,F_PJTX_PJTXMRYEB,TXX,是
F_REBUY_TYPE,F_PJTX_PJTXMRYEB,REBUY_TYPE,是
F_TXLX,F_PJTX_PJTXMRYEB,TXLX,是
F_KHBH,F_PJTX_PJTXMRYEB,KHBH,是
F_ZPBH,F_PJTX_PJTXMRYEB,ZPBH,是
BH_BL_HIS_ID,LC00059999.BL_STOCKBILL_HIS,BL_HIS_ID,是
BH_BILL_ID,LC00059999.BL_STOCKBILL_HIS,BILL_ID,是
BH_BRANCH_CODE,LC00059999.BL_STOCKBILL_HIS,BRANCH_CODE,是
BH_CURCD,LC00059999.BL_STOCKBILL_HIS,CURCD,是
BH_BILL_CODE,LC00059999.BL_STOCKBILL_HIS,BILL_CODE,是
BH_BILL_TYPE,LC00059999.BL_STOCKBILL_HIS,BILL_TYPE,是
BH_DRAW_NAME,LC00059999.BL_STOCKBILL_HIS,DRAW_NAME,是
BH_DRAW_ACC,LC00059999.BL_STOCKBILL_HIS,DRAW_ACC,是
BH_DRAW_BANK_NAME,LC00059999.BL_STOCKBILL_HIS,DRAW_BANK_NAME,是
BH_DRAW_BANK_NO,LC00059999.BL_STOCKBILL_HIS,DRAW_BANK_NO,是
BH_ACEPTOR_BANK_NO,LC00059999.BL_STOCKBILL_HIS,ACEPTOR_BANK_NO,是
BH_ACEPTOR_BANK_NAME,LC00059999.BL_STOCKBILL_HIS,ACEPTOR_BANK_NAME,是
BH_BILL_AMT,LC00059999.BL_STOCKBILL_HIS,BILL_AMT,是
BH_START_DATE,LC00059999.BL_STOCKBILL_HIS,START_DATE,是
BH_END_DATE,LC00059999.BL_STOCKBILL_HIS,END_DATE,是
BH_REC_CODE,LC00059999.BL_STOCKBILL_HIS,REC_CODE,是
BH_REC_NAME,LC00059999.BL_STOCKBILL_HIS,REC_NAME,是
BH_REC_BILL_ACC,LC00059999.BL_STOCKBILL_HIS,REC_BILL_ACC,是
BH_REC_BANK_ACC,LC00059999.BL_STOCKBILL_HIS,REC_BANK_ACC,是
BH_REC_BANK_NO,LC00059999.BL_STOCKBILL_HIS,REC_BANK_NO,是
BH_OBLIGER_ACC,LC00059999.BL_STOCKBILL_HIS,OBLIGER_ACC,是
BH_FIRST_REC_NAME,LC00059999.BL_STOCKBILL_HIS,FIRST_REC_NAME,是
BH_FIRST_REC_ACC,LC00059999.BL_STOCKBILL_HIS,FIRST_REC_ACC,是
BH_FIRST_REC_BANKNAME,LC00059999.BL_STOCKBILL_HIS,FIRST_REC_BANKNAME,是
BH_FORE_ENDORSEE_NAME,LC00059999.BL_STOCKBILL_HIS,FORE_ENDORSEE_NAME,是
BH_FORE_ENDORSE_NAME,LC00059999.BL_STOCKBILL_HIS,FORE_ENDORSE_NAME,是
BH_REG_DATE,LC00059999.BL_STOCKBILL_HIS,REG_DATE,是
BH_BILL_STATUS,LC00059999.BL_STOCKBILL_HIS,BILL_STATUS,是
BH_OPE_STATUS,LC00059999.BL_STOCKBILL_HIS,OPE_STATUS,是
BH_SIGN_STATUS,LC00059999.BL_STOCKBILL_HIS,SIGN_STATUS,是
BH_PLEDGE_FLAG,LC00059999.BL_STOCKBILL_HIS,PLEDGE_FLAG,是
BH_IF_ACCOUNT,LC00059999.BL_STOCKBILL_HIS,IF_ACCOUNT,是
BH_HOLDER_PROPERTY,LC00059999.BL_STOCKBILL_HIS,HOLDER_PROPERTY,是
BH_TRANSFER_FLAG,LC00059999.BL_STOCKBILL_HIS,TRANSFER_FLAG,是
BH_DISC_FLAG,LC00059999.BL_STOCKBILL_HIS,DISC_FLAG,是
BH_BILL_FORM,LC00059999.BL_STOCKBILL_HIS,BILL_FORM,是
BH_BILL_SOURCE,LC00059999.BL_STOCKBILL_HIS,BILL_SOURCE,是
BH_BILL_CHANNEL,LC00059999.BL_STOCKBILL_HIS,BILL_CHANNEL,是
BH_REMARK,LC00059999.BL_STOCKBILL_HIS,REMARK,是
BH_STACK_SOURCE,LC00059999.BL_STOCKBILL_HIS,STACK_SOURCE,是
BH_STACK_PLACE,LC00059999.BL_STOCKBILL_HIS,STACK_PLACE,是
BH_SAFEKEEP_STATUS,LC00059999.BL_STOCKBILL_HIS,SAFEKEEP_STATUS,是
BH_IF_SELF_MANAGE,LC00059999.BL_STOCKBILL_HIS,IF_SELF_MANAGE,是
BH_TRADE_CONT_COD,LC00059999.BL_STOCKBILL_HIS,TRADE_CONT_COD,是
BH_QUERY_STATUS,LC00059999.BL_STOCKBILL_HIS,QUERY_STATUS,是
BH_REVOKE_STATUS,LC00059999.BL_STOCKBILL_HIS,REVOKE_STATUS,是
BH_REVOKE_REASON,LC00059999.BL_STOCKBILL_HIS,REVOKE_REASON,是
BH_REVOKE_SEND_DATE,LC00059999.BL_STOCKBILL_HIS,REVOKE_SEND_DATE,是
BH_REVOKE_REFE_CODE,LC00059999.BL_STOCKBILL_HIS,REVOKE_REFE_CODE,是
BH_STOCK_TRANS_ID,LC00059999.BL_STOCKBILL_HIS,STOCK_TRANS_ID,是
BH_OPERATE_DATE,LC00059999.BL_STOCKBILL_HIS,OPERATE_DATE,是
BH_OPERATOR,LC00059999.BL_STOCKBILL_HIS,OPERATOR,是
BH_BACK_REASON,LC00059999.BL_STOCKBILL_HIS,BACK_REASON,是
BH_CHECK_DATE,LC00059999.BL_STOCKBILL_HIS,CHECK_DATE,是
BH_CHECKER,LC00059999.BL_STOCKBILL_HIS,CHECKER,是
BH_BZNS_SEND_DATE,LC00059999.BL_STOCKBILL_HIS,BZNS_SEND_DATE,是
BH_BZNS_SENDER,LC00059999.BL_STOCKBILL_HIS,BZNS_SENDER,是
BH_BZNS_SEND_BACK_REASON,LC00059999.BL_STOCKBILL_HIS,BZNS_SEND_BACK_REASON,是
BH_ACCOUNT_DATE,LC00059999.BL_STOCKBILL_HIS,ACCOUNT_DATE,是
BH_ACCOUNTER,LC00059999.BL_STOCKBILL_HIS,ACCOUNTER,是
BH_ACCOUNT_BACK_REASON,LC00059999.BL_STOCKBILL_HIS,ACCOUNT_BACK_REASON,是
BH_APPLIER,LC00059999.BL_STOCKBILL_HIS,APPLIER,是
BH_APP_DATE,LC00059999.BL_STOCKBILL_HIS,APP_DATE,是
BH_APP_BACK_REASON,LC00059999.BL_STOCKBILL_HIS,APP_BACK_REASON,是
BH_APP_CHECKER,LC00059999.BL_STOCKBILL_HIS,APP_CHECKER,是
BH_APP_CHECK_DATE,LC00059999.BL_STOCKBILL_HIS,APP_CHECK_DATE,是
BH_OP_REFUSE_DATE,LC00059999.BL_STOCKBILL_HIS,OP_REFUSE_DATE,是
BH_OP_REFUSE_REASON,LC00059999.BL_STOCKBILL_HIS,OP_REFUSE_REASON,是
BH_OP_REFUSER,LC00059999.BL_STOCKBILL_HIS,OP_REFUSER,是
BH_EXCEPT_STATUS,LC00059999.BL_STOCKBILL_HIS,EXCEPT_STATUS,是
BH_REVER_TYPE,LC00059999.BL_STOCKBILL_HIS,REVER_TYPE,是
BH_REVER_STAT,LC00059999.BL_STOCKBILL_HIS,REVER_STAT,是
BH_REVER_REMARK,LC00059999.BL_STOCKBILL_HIS,REVER_REMARK,是
BH_REVER_OPER_DATE,LC00059999.BL_STOCKBILL_HIS,REVER_OPER_DATE,是
BH_REVER_OPER_ID,LC00059999.BL_STOCKBILL_HIS,REVER_OPER_ID,是
BH_REVER_CHECK_ID,LC00059999.BL_STOCKBILL_HIS,REVER_CHECK_ID,是
BH_REVER_DATE,LC00059999.BL_STOCKBILL_HIS,REVER_DATE,是
BH_RELATED_BILL_ID,LC00059999.BL_STOCKBILL_HIS,RELATED_BILL_ID,是
BH_CREATE_DATE,LC00059999.BL_STOCKBILL_HIS,CREATE_DATE,是
BH_DISC_TB_ID,LC00059999.BL_STOCKBILL_HIS,DISC_TB_ID,是
BH_EXT_TB_ID,LC00059999.BL_STOCKBILL_HIS,EXT_TB_ID,是
BH_DRAW_BANK_LHH,LC00059999.BL_STOCKBILL_HIS,DRAW_BANK_LHH,是
BH_ACEPTOR_BANK_LHH,LC00059999.BL_STOCKBILL_HIS,ACEPTOR_BANK_LHH,是
BH_REC_BANK_LHH,LC00059999.BL_STOCKBILL_HIS,REC_BANK_LHH,是
BH_IF_DSCNT_CREDIT,LC00059999.BL_STOCKBILL_HIS,IF_DSCNT_CREDIT,是
